Residual_Power,Application_Type,Min_Security_Level,Max_Stack_Usage,Max_ROM,Min_Throughput,Algorithm
86.9181252507618,G,Low,598.4878241488802,40.04163564724105,0.0,ASCON
83.78631381448663,G,Low,500.2911737267158,43.660996496593995,0.0,ASCON
83.48594503302897,G,Low,550.7667777269548,41.69748381480138,0.0,ASCON
81.23257925273148,G,Low,557.1491728138928,44.867997209293726,0.0,ASCON
84.65405428005329,G,Low,538.2507463152043,42.33703877090225,0.2548649498238209,ASCON
89.8757457277638,G,Low,569.0830433565444,39.95483213169772,0.0,ASCON
89.00888984197992,G,Low,558.5720380858987,37.42473081987633,0.0,ASCON
82.31859630387866,G,Low,591.7723497315183,40.190677572053566,0.0,ASCON
80.11865480658516,G,Low,592.5473879517807,41.26419002963771,0.24725387528339526,ASCON
87.96868130104222,G,Low,529.9700887510528,44.629287611384584,0.0,ASCON
80.46867283619666,G,Low,518.349438320846,36.92007169987336,0.0,ASCON
80.43318601113914,G,Low,592.8296258906913,35.856884420245244,0.0,ASCON
88.73273499950821,G,Low,525.7343133289462,36.393144552602394,0.0,ASCON
89.65883038678773,G,Low,578.052559336561,37.56034981461636,0.0,ASCON
89.75078049867523,G,Low,536.4326292590945,42.39468047216277,0.0,ASCON
89.77760481976766,G,Low,526.6606411751102,44.56605860597438,0.0,ASCON
84.83081995688315,G,Low,534.2106238313922,39.472567471587304,0.0,ASCON
82.91243267909809,G,Low,540.6575026276286,35.491699974510205,0.0,ASCON
89.24625904686663,G,Low,536.3090754432425,38.21856209696734,0.0,ASCON
88.02291125353702,G,Low,552.1579025266929,40.29893098834645,0.0,ASCON
87.72974580082811,G,Low,550.5322011591103,38.68428726085817,0.0,ASCON
88.41202258357079,G,Low,531.3589786910642,42.025052810786306,0.0,ASCON
84.85881395041945,G,Low,514.7544144715871,40.0547113929893,0.0,ASCON
82.11908325292674,G,Low,529.3117404330154,38.720877628067534,0.0,ASCON
89.01960902882648,G,Low,525.8805706219271,37.823111935590454,5.850757257870079,ASCON
89.66410021052428,G,Low,599.8906539281824,40.205089173181506,0.0,ASCON
85.79790330662274,G,Low,514.9493510161498,35.68707035406972,0.0,ASCON
83.24968458711561,G,Low,589.24006471417,39.957109523606995,0.0,ASCON
89.20318928456284,G,Low,551.0175672927077,41.38101311888843,0.0,ASCON
89.16935759517585,G,Low,591.0831826899802,43.15473833119215,0.0,ASCON
81.10669832859398,G,Low,564.3389154453304,37.163501283356766,0.0,ASCON
78.10029279346931,G,Low,552.2380930220359,37.932059689091545,0.0,ISAP
79.41757890554247,G,Low,567.6697616376352,41.13423460008973,0.0,ISAP
73.67683075014757,G,Low,518.5127198188558,37.94143346721044,0.0,ISAP
74.27605066144918,G,Low,514.9704063909805,40.3428995863112,0.0,ISAP
72.59487569949579,G,Low,579.6703141020264,36.29469271338906,0.0,ISAP
75.03315277395338,G,Low,580.9348530083805,44.98705717548729,0.0,ISAP
77.45653859402648,G,Low,574.3046476800719,42.9371770687694,8.209883828014865,ISAP
74.10305920395159,G,Low,595.6548359808181,42.1529117077934,0.0,ISAP
72.84917583438201,G,Low,516.1037375460152,41.90899824550445,0.0,ISAP
77.86343120278362,G,Low,555.404931245946,40.529729985325325,0.0,ISAP
77.34467537164214,G,Low,542.5780948408903,38.148554074061565,0.0,ISAP
72.67262855203852,G,Low,520.6449014585086,43.193580698221425,0.0,ISAP
74.68358859674247,G,Low,551.8255627802255,38.172558366299185,0.0,ISAP
74.10234883006217,G,Low,528.4527858596648,35.673734683651006,0.0,ISAP
74.76552171267357,G,Low,597.506055223774,36.15625458403853,1.07122348586848,ISAP
76.20207779596832,G,Low,556.4035667000667,43.26825875312026,6.344038838559842,ISAP
71.50798148988262,G,Low,528.2708105622975,38.87398993398096,0.0,ISAP
71.65258735270969,G,Low,519.8117800409444,40.548440103106685,0.0,ISAP
78.95292007566907,G,Low,598.2314568527054,42.098885010979515,0.0,ISAP
77.77368847309224,G,Low,597.4753410135442,39.618781275285166,0.0,ISAP
73.37659297812895,G,Low,506.3195897064821,44.80318953483604,0.0,ISAP
78.9839761731203,G,Low,511.94123651113136,38.98734515659206,0.0,ISAP
77.6317219690556,G,Low,510.85336505198853,39.893584852425676,0.0,ISAP
75.14045731579081,G,Low,595.9656509424624,36.682629025641006,0.0,ISAP
70.911112387296,G,Low,510.4364384140895,41.42252875724284,0.0,ISAP
70.0493285099335,G,Low,547.179473308856,35.11096772474925,0.0,ISAP
76.4901082953385,G,Low,548.8048915312564,35.50026206095642,0.0,ISAP
72.59235816392183,G,Low,577.42843828737,38.05891916059316,0.0,ISAP
72.70416973388963,G,Low,547.7163017793367,38.233828605728355,0.0,ISAP
76.59663522011782,G,Low,575.562716120168,35.713383502687854,0.0,ISAP
73.47859082988283,G,Low,569.9150621898598,39.878539581702164,0.0,ISAP
75.59396313102756,G,Low,524.2252156223799,40.626033029200016,0.0,ISAP
74.31342620297748,G,Low,551.8760637142844,36.398911193096225,0.0,ISAP
70.48656080083516,G,Low,531.5693494718662,40.810472043127476,0.0,ISAP
76.9072284557479,G,Low,527.4767429518263,39.35368569092064,0.0,ISAP
75.69049780450365,G,Low,535.2957386218601,43.81051527137821,0.0,ISAP
73.82752685946494,G,Low,508.36008980857343,41.660900142223426,0.0,ISAP
77.14916689056301,G,Low,599.9658207026256,40.84716817736898,0.0,ISAP
74.56628942908827,G,Low,554.5194741963295,40.068682641083385,0.0,ISAP
73.3617989053461,G,Low,529.6370065875504,41.34546227729142,0.0,ISAP
75.47979872509748,G,Low,541.920348186999,39.58575301056112,0.0,ISAP
78.46661199976795,G,Low,542.8261971829301,37.3966182416618,0.0,ISAP
75.61055675230291,G,Low,523.2906803492878,42.914613221897454,0.0,ISAP
77.57747266422498,G,Low,582.7027521553714,41.886372136225596,0.0,ISAP
77.56785524880627,G,Low,546.4162143518125,40.84148929896306,0.0,ISAP
75.63450828799208,G,Low,588.4146719157028,43.01493541475912,0.0,ISAP
75.28683536588193,G,Low,542.6660738386348,38.45075278187771,0.0,ISAP
73.470424496874,G,Low,580.0639782432461,36.76313440438867,0.0,ISAP
79.52190256878679,G,Low,504.384394706529,38.06418759330611,0.0,ISAP
71.74828868954697,G,Low,504.5460342794124,41.120659626594396,0.0,ISAP
72.86583494338825,G,Low,511.79870792878495,35.387081798590785,0.0,ISAP
77.25129889107919,G,Low,545.2455626300696,43.47507017649101,0.0,ISAP
73.75739204642667,G,Low,581.8004446529416,39.789885126401195,0.0,ISAP
79.83684277435539,G,Low,554.6294121416976,44.896031616348175,0.0,ISAP
77.38625048037096,G,Low,578.6169993722457,38.92571241894032,0.0,ISAP
72.83043078656438,G,Low,542.3519894864742,35.45055913126587,0.0,ISAP
75.74513743270847,G,Low,547.3619808272467,41.35316167249276,0.0,ISAP
70.35298394897715,G,Low,565.2656580529043,43.66622678373952,0.0,ISAP
79.15392470971076,G,Low,576.4435788113848,42.35480588578432,0.0,ISAP
73.89750799209631,G,Low,546.2919059578702,38.96989592630384,0.0,ISAP
74.60720210643863,G,Low,542.5800072176194,42.530262976175024,0.0,ISAP
77.89807140557718,G,Low,551.1319841669631,35.16722393612858,0.0,ISAP
72.67745054720069,G,Low,541.5241604132457,43.09863736040476,0.0,ISAP
76.60317278707896,G,Low,551.9718435249603,35.91804239805768,0.0,ISAP
78.96679561935768,G,Low,564.9807882167912,43.38035700475301,0.0,ISAP
70.81643522142376,G,Low,537.0802902139964,42.81059660114295,0.0,ISAP
77.36187765748454,G,Low,524.6353159650705,41.04364772888401,0.0,ISAP
79.77193169376176,G,Low,520.3473880824141,41.15938570383776,0.0,ISAP
76.87947569365492,G,Low,574.2971791462518,41.27530884437663,3.5222112839554143,ISAP
71.54986888059763,G,Low,574.6326493206503,43.83484908355998,5.955271537006171,ISAP
72.83391140604579,G,Low,539.7684049896538,35.20002275959808,0.0,ISAP
75.18431248662691,G,Low,583.8046307059134,37.11435291147256,0.0,ISAP
76.16311809022605,G,Low,544.9874446521688,41.405085375200024,0.0,ISAP
70.57398050971439,G,Low,584.3503256283739,42.171508199658305,6.804503189478219,ISAP
78.06622587665365,G,Low,576.7021414125722,39.482579976065686,0.0,ISAP
70.33626912300971,G,Low,599.4387274704108,37.30383321417437,0.0,ISAP
77.25240307556811,G,Low,563.9020783583427,37.636953786041495,0.0,ISAP
72.26374401354111,G,Low,537.7331105586392,44.3593882184627,0.0,ISAP
77.36839403575642,G,Low,517.6284265222088,37.96032297654033,4.259761454417723,ISAP
77.47687562249887,G,Low,546.7665461927171,44.066524731990405,0.0,ISAP
71.61952222024824,G,Low,514.6729101239112,37.777499571969756,0.0,ISAP
71.00032493062274,G,Low,539.2696641959669,41.95152526395932,0.0,ISAP
73.45193885629759,G,Low,586.7059070501496,36.143437698069185,0.0,ISAP
76.30495882197313,G,Low,578.2565040621167,37.181702628271296,0.0,ISAP
72.64312856113868,G,Low,557.6882061051896,37.531441312129004,0.0,ISAP
72.37645686846554,G,Low,504.84773146276257,44.213013937244,0.0,ISAP
73.85396719730186,G,Low,553.7851486099828,36.86311515830644,0.0,ISAP
75.24959796994244,G,Low,525.7615639804006,39.87320107490895,0.0,ISAP
75.8950807799825,G,Low,575.867856976295,38.82386205624354,0.0,ISAP
78.15277903281826,G,Low,503.9403965917359,41.753680058767394,0.0,ISAP
78.37359021967565,G,Low,547.8381617767749,44.45837375723688,0.0,ISAP
72.17334700976214,G,Low,504.7706606332707,36.38682786436805,0.0,ISAP
77.34838429731067,G,Low,556.6191707611779,35.44892051926074,0.0,ISAP
70.28614663217893,G,Low,583.36523886676,42.93448838945305,0.0,ISAP
71.2477102168633,G,Low,594.3888405201667,42.423956632249485,0.0,ISAP
70.52844742423525,G,Low,559.2063055119041,43.76515771778185,0.0,ISAP
76.56724083171754,G,Low,538.568555794787,43.110479741410366,0.0,ISAP
79.70314999286506,G,Low,591.7883569568954,41.14083112930528,0.0,ISAP
71.29199215357329,G,Low,566.7499080792995,36.133895535205085,0.0,ISAP
76.02779070455071,G,Low,530.8487806239131,44.308612613940205,0.0,ISAP
61.612959735684925,G,Low,553.5003550193092,39.75818323336847,0.0,ISAP
62.84451110578934,G,Low,551.131655993439,37.828964692735894,1.0503742849089304,ISAP
63.0645868049583,G,Low,554.9393030225317,37.46957651463028,0.0,ISAP
65.8266236712248,G,Low,551.07260409639,42.43475717579218,0.0,ISAP
63.32947684201544,G,Low,567.2671873332818,41.98403868404058,0.0,ISAP
69.90579770749753,G,Low,592.9972677962571,39.04035308271534,0.0,ISAP
62.45839218058407,G,Low,517.813279779976,40.61527186850047,0.0,ISAP
66.22526116117405,G,Low,549.338991293278,37.82687408214125,0.0,ISAP
64.69137713535895,G,Low,533.674984723342,36.00494866527601,0.0,ISAP
61.194771421419794,G,Low,508.61104794940667,40.44366830262578,9.706083677709723,ISAP
64.69918431733522,G,Low,504.13728586219037,39.58330013620637,0.0,ISAP
66.09171520694724,G,Low,560.2996532298179,41.09412615246851,0.0,ISAP
61.41603969824255,G,Low,544.3967889195113,41.70551899671582,0.0,ISAP
63.55224177461188,G,Low,525.6989609159909,41.93306497658211,0.0,ISAP
67.76060673474937,G,Low,544.6784656229746,35.95429742148127,0.0,ISAP
66.88081410390676,G,Low,528.7593263346895,38.2388935680433,0.0,ISAP
62.35884826750422,G,Low,543.3699410663971,36.962301404368105,0.0,ISAP
61.639695908900585,G,Low,554.9348127565318,37.62109957726819,0.0,ISAP
63.09221291314612,G,Low,569.5335110730065,37.51075083833275,0.0,ISAP
62.44066119238378,G,Low,570.2133899947884,35.33964609184859,1.5513848498982874,ISAP
65.76286454996252,G,Low,502.1586121820029,39.738853448865214,0.0,ISAP
64.65114768210375,G,Low,522.7723508573995,42.632840243067704,0.0,ISAP
64.99294171141301,G,Low,591.139470969073,40.21397696951747,0.2593868946466982,ISAP
66.79318471844738,G,Low,550.2142019946185,44.67212085470643,0.0,ISAP
67.71132254947322,G,Low,594.7702801190469,43.93843132875107,0.0,ISAP
64.27740250813974,G,Low,540.4850501122304,38.5261600653843,6.181429464723833,ISAP
60.420698906216025,G,Low,581.647018742325,37.22436106905761,0.0,ISAP
68.39070861392366,G,Low,570.1246051429065,44.23798642923746,0.0,ISAP
61.95836172639452,G,Low,525.7278155246846,43.588594233914215,0.0,ISAP
64.65217547351709,G,Low,560.8356615664775,40.292165784319764,0.0,ISAP
63.18671694382628,G,Low,520.2784110174217,37.777536159833986,0.0,ISAP
62.92698068502187,G,Low,584.6856758654643,43.149820130873664,0.0,ISAP
60.858253388909574,G,Low,575.153546048656,38.97666634256929,0.0,ISAP
67.95351616933833,G,Low,551.3150844182836,38.866864698784404,0.0,ISAP
60.982905827257845,G,Low,526.4050397007115,39.19006308973972,0.0,ISAP
65.89577297038119,G,Low,537.5631025836393,38.84200595800988,0.0,ISAP
67.96847304829778,G,Low,553.5992380698896,38.42021840906031,0.0,ISAP
66.0124859844184,G,Low,574.251548007442,43.94471540591812,0.0,ISAP
62.231394431326855,G,Low,539.1583856559308,35.2182512446312,0.0,ISAP
64.94960700668031,G,Low,531.2611029765044,37.31985601302985,0.41339165586836923,ISAP
64.42905969706257,G,Low,517.913437970628,36.498897361393595,0.0,ISAP
61.629059100916514,G,Low,529.2027693391536,35.95113794936174,0.0,ISAP
66.48090293138033,G,Low,580.4011788714636,40.294630429935765,0.0,ISAP
63.70466706865627,G,Low,566.9230205165003,44.33450349100172,0.0,ISAP
65.26224248232275,G,Low,563.455865037983,42.491610242227296,0.0,ISAP
63.35350455694076,G,Low,511.9603125353077,35.618588015666596,0.0,ISAP
64.30055980388319,G,Low,539.7023939455778,43.69739862251896,0.0,ISAP
60.271447345968255,G,Low,556.4125224572231,37.26163076451558,0.0,ISAP
67.25968362794134,G,Low,558.8468207222433,40.87691949047142,0.0,ISAP
61.802031123035256,G,Low,574.0989765812097,39.70339918913132,0.0,ISAP
66.99995669273858,G,Low,574.2641387733147,36.855991044512706,0.0,ISAP
63.78830060075869,G,Low,570.3965533774766,38.336357057421715,0.0,ISAP
62.922412728485426,G,Low,554.8553365485062,37.11386007668961,0.0,ISAP
68.61450272487613,G,Low,571.2408665615907,43.62525840864419,4.750229663068564,ISAP
68.2891055876208,G,Low,519.5958941952516,44.781590388733036,0.0,ISAP
61.785814539806864,G,Low,509.9913508504227,38.57168977539133,0.0,ISAP
66.06877727796967,G,Low,572.2776223277099,41.0431807422338,0.0,ISAP
69.14724434229753,G,Low,516.3169668175733,36.23241333128151,0.0,ISAP
69.34672720263093,G,Low,532.891937838704,41.4221425733051,0.7929175607007255,ISAP
68.9997142489553,G,Low,527.260003626722,39.51204600259088,0.0,ISAP
63.726958156596936,G,Low,539.6910647502624,43.23318944177582,0.0,ISAP
65.39996107144468,G,Low,523.6872039458467,43.6898400553322,0.0,ISAP
67.9060713860524,G,Low,520.3629612410513,40.223640263525766,8.136536800690022,ISAP
64.85405979806724,G,Low,553.0024379816534,40.70139812601442,0.0,ISAP
63.171156478075595,G,Low,519.8220088660315,40.51634503913968,0.0,ISAP
62.1123867966819,G,Low,585.3965822684203,40.80935604904306,4.807335391492408,ISAP
68.94819213117029,G,Low,590.4415368556096,41.86812335023498,0.0,ISAP
68.7027720806233,G,Low,542.5427027592797,44.327108384232886,0.0,ISAP
68.2041137180287,G,Low,572.4781474490869,36.08717014103846,0.0,ISAP
64.05803684389906,G,Low,510.1077989163298,43.803427288275806,0.0,ISAP
61.73926910908667,G,Low,581.5813182645398,41.108116548234015,0.0,ISAP
65.80634497932682,G,Low,562.5825495321657,40.64245836155191,0.0,ISAP
69.66532451061026,G,Low,526.6937415200815,37.59516836640248,0.0,ISAP
68.99607968005053,G,Low,518.5557427997326,43.81167823716925,0.0,ISAP
61.50575258547877,G,Low,502.11894217527896,38.33358859852209,0.0,ISAP
69.30392411773438,G,Low,598.5033191358223,38.507930521021784,0.0,ISAP
64.45713120046177,G,Low,542.5493389303567,40.09242680108504,0.0,ISAP
65.76357598107623,G,Low,568.6143924439878,43.22989587345748,0.0,ISAP
67.62642497300502,G,Low,547.9988956697356,43.97587855968573,0.0,ISAP
62.581307415600634,G,Low,531.0369816228259,43.66311869292635,2.7830414741267817,ISAP
66.67836696556961,G,Low,563.690194606715,43.16691332705341,0.0,ISAP
61.41761245044181,G,Low,513.1314176298747,35.82728514660693,0.0,ISAP
64.89935870031134,G,Low,560.1715880829128,41.298045878881865,0.0,ISAP
69.43029074797066,G,Low,551.1886784171357,40.6202701263443,0.0,ISAP
68.35881017550295,G,Low,567.8189396209063,40.652869932868846,0.0,ISAP
61.88268174630937,G,Low,569.6008800455716,43.735806216690115,0.0,ISAP
66.42578072225884,G,Low,591.7313755242761,35.56259666849976,1.8128493022189796,ISAP
67.0053210673722,G,Low,515.4258497907356,43.193559725026944,0.0,ISAP
62.71750093233295,G,Low,536.8781847384012,35.74487080479695,0.0,ISAP
66.59978939332805,G,Low,582.6797322039981,39.62621337261528,0.0,ISAP
63.24118445437332,G,Low,564.0199192727509,35.387147724818625,0.0,ISAP
61.96706183292895,G,Low,520.6216099356665,35.938482543868716,0.0,ISAP
67.14985698492993,G,Low,562.9569594908982,41.592547422885545,0.0,ISAP
66.19148159527433,G,Low,519.4559843911723,42.17742641328001,0.0,ISAP
61.688637773045386,G,Low,509.8860136727611,36.52413597961599,0.0,ISAP
61.56135027942252,G,Low,545.5778835458649,42.57388610357561,0.0,ISAP
68.22556947622427,G,Low,558.7429558146301,37.41535605293354,0.0,ISAP
68.55648366587727,G,Low,554.9629980272769,43.031797311229035,0.0,ISAP
67.12503371264667,G,Low,555.3566339715071,42.91906396029259,0.0,ISAP
67.16483704717233,G,Low,598.5851328228728,43.542893835729785,0.0,ISAP
54.84928917362794,G,Low,521.43719966977,40.142563363752245,8.111276608813935,GIFT-COFB
57.599860417863866,G,Low,557.7903653625345,43.183463846351046,0.0,GIFT-COFB
55.73506924104583,G,Low,511.5502935633032,37.94126821701008,0.0,GIFT-COFB
57.3330497029771,G,Low,572.5479093540373,40.34269123486516,8.471297947852065,GIFT-COFB
58.23387738986984,G,Low,510.17737271660627,41.05623585222021,1.2634616340829652,GIFT-COFB
52.10138504365498,G,Low,562.7420816315076,37.23990455288779,0.0,GIFT-COFB
59.291580964608,G,Low,509.68222441269603,39.013961461851935,0.0,GIFT-COFB
50.89646702924819,G,Low,536.1541539707129,42.59063707650987,0.0,GIFT-COFB
53.41682481245861,G,Low,577.5267426578429,41.58726952159766,0.0,GIFT-COFB
59.06369007892578,G,Low,550.7429263632328,37.64521045324208,0.0,GIFT-COFB
53.13161675258507,G,Low,565.0413974742287,35.47825268560516,0.0,GIFT-COFB
59.112324459253536,G,Low,584.5914568126364,41.50419226670293,0.0,GIFT-COFB
53.647905315253226,G,Low,513.4462758064973,41.339090082683164,0.0,GIFT-COFB
54.94405657899857,G,Low,506.4964816465259,38.146572221838696,0.0,GIFT-COFB
57.2383674335083,G,Low,512.1063035233901,43.63295664340828,0.0,GIFT-COFB
51.087666191045024,G,Low,547.3328147139653,39.680000080818076,0.0,GIFT-COFB
58.39625444455439,G,Low,596.1461923314702,41.795574055107835,0.0,GIFT-COFB
55.810383661723606,G,Low,531.4499991314185,40.23384511977401,0.0,GIFT-COFB
56.33958213928407,G,Low,505.4666442052024,40.44461653176347,0.0,GIFT-COFB
58.81372749974656,G,Low,530.4792349440494,36.36865235920274,0.0,GIFT-COFB
55.26802131032153,G,Low,562.8198102872374,43.662020795631214,0.0,GIFT-COFB
59.336441838487566,G,Low,522.0069810876613,41.232204588969545,0.0,GIFT-COFB
54.20035340519181,G,Low,552.4678892665486,39.17711598744774,0.0,GIFT-COFB
57.222019427873974,G,Low,559.1444854704844,41.24586467384985,0.0,GIFT-COFB
55.96015725809496,G,Low,503.15272368192603,43.11504455964401,0.0,GIFT-COFB
50.27948907730914,G,Low,502.32424965337333,41.10620490905374,0.0,GIFT-COFB
54.64947820611096,G,Low,533.5440653650423,43.41996428542603,0.0,GIFT-COFB
50.80452660685166,G,Low,513.0633593590079,36.09689983746865,0.0,GIFT-COFB
59.0664543673908,G,Low,595.8517083835243,37.10936882081587,0.0,GIFT-COFB
57.5172190524696,G,Low,523.0625092426686,37.70001561958293,0.0,GIFT-COFB
54.53107650269138,G,Low,538.7758174643939,39.97889232877145,0.0,GIFT-COFB
53.168202060828484,G,Low,572.9933734954169,43.7057198985713,0.0,GIFT-COFB
54.70091954302281,G,Low,525.0468257587758,40.88460885659974,0.0,GIFT-COFB
58.612048916593984,G,Low,512.2900063783692,44.198437637086826,0.0,GIFT-COFB
54.43983696610898,G,Low,590.4423008597157,38.56343420598654,0.0,GIFT-COFB
53.5049033103171,G,Low,540.603512047901,37.95355153846643,0.0,GIFT-COFB
57.61490497007168,G,Low,558.7179900250417,39.916262099636086,0.0,GIFT-COFB
54.34082502632265,G,Low,507.63734198840973,42.79347127247509,4.840588127746295,GIFT-COFB
59.74675353752997,G,Low,562.7132099452587,41.78611785324317,0.0,GIFT-COFB
55.85378583968124,G,Low,591.2017825510497,37.60007734231076,9.539674950159496,GIFT-COFB
52.346845774753916,G,Low,514.5948522027717,44.458080829966136,0.0,GIFT-COFB
58.205041567924575,G,Low,589.9904333489756,35.341962444020275,0.0,GIFT-COFB
56.46584706128521,G,Low,557.3790387039293,37.84735623183703,0.0,GIFT-COFB
54.54127201440058,G,Low,555.6968252684492,40.466822150598226,0.0,GIFT-COFB
55.88186462122922,G,Low,505.0890202777808,44.49125239271159,2.633836457526997,GIFT-COFB
54.77664348096442,G,Low,592.8033418152153,38.083168044826685,0.0,GIFT-COFB
50.527541667151404,G,Low,561.8872563457953,35.65851458892298,0.0,GIFT-COFB
51.48994525816079,G,Low,597.1487447183598,39.7383992102565,0.0,GIFT-COFB
54.51727581944438,G,Low,564.335424181358,36.99509679767452,0.0,GIFT-COFB
51.73614581423033,G,Low,501.4074231037698,41.36973812227662,0.0,GIFT-COFB
58.313971759464,G,Low,580.9464564508672,43.830059661367876,0.0,GIFT-COFB
58.35797096806298,G,Low,559.1600678012354,42.03525917119168,0.0,GIFT-COFB
51.86576109412596,G,Low,526.7669037049936,37.2185820284172,0.0,GIFT-COFB
59.238828625717126,G,Low,520.28409068186,44.609287705145256,0.0,GIFT-COFB
54.64744076239629,G,Low,595.374222291525,35.782742307891894,6.3905189160454645,GIFT-COFB
54.60117123893927,G,Low,583.5701603361284,43.21886950822012,0.0,GIFT-COFB
58.353866973558546,G,Low,520.654099936396,35.298270820469604,0.0,GIFT-COFB
56.58586470625988,G,Low,584.7919383739934,43.190506144416226,0.0,GIFT-COFB
55.52451328698634,G,Low,540.9606292448121,43.07738176213491,0.0,GIFT-COFB
53.611251179230536,G,Low,549.4044871932228,37.95275115064919,0.0,GIFT-COFB
50.577065748099386,G,Low,521.4901995178012,38.247292484385305,0.0,GIFT-COFB
59.57172542061968,G,Low,574.5048858701667,43.25508070884895,0.0,GIFT-COFB
51.63490361994606,G,Low,592.6110584470707,38.186421811926195,0.0,GIFT-COFB
58.40004976330219,G,Low,526.2817267373351,37.05618840344321,0.0,GIFT-COFB
57.5176800985359,G,Low,529.8878868635807,41.6249260003345,0.0,GIFT-COFB
52.29084310044849,G,Low,550.2879144457822,36.28924504556336,0.0,GIFT-COFB
54.46385508110079,G,Low,514.8680369090123,39.435915597250506,0.0,GIFT-COFB
54.8466599510829,G,Low,570.6682899080846,41.00610920346322,0.0,GIFT-COFB
59.31970839799467,G,Low,583.3367896556045,41.81255056672395,7.523018174843113,GIFT-COFB
53.15447805985194,G,Low,535.1246911576759,43.1634854400534,4.114718598811098,GIFT-COFB
57.31066574235618,G,Low,521.060823155968,35.466373989301836,0.0,GIFT-COFB
53.088929068045104,G,Low,512.5344444619317,37.24314698207943,0.0,GIFT-COFB
57.75028366722996,G,Low,527.2823722819091,36.88878481987372,0.0,GIFT-COFB
51.712517968310685,G,Low,595.2705573697247,36.734386550372676,0.0,GIFT-COFB
52.53368528646209,G,Low,528.9596236171377,43.35097572521168,0.0,GIFT-COFB
52.33551261323495,G,Low,516.0793936391669,36.631260176498124,6.153063564392383,GIFT-COFB
56.84701218108882,G,Low,531.6382372756071,41.16602977260349,0.0,GIFT-COFB
55.83665111918026,G,Low,580.9357800572691,39.02050156984808,0.0,GIFT-COFB
56.8269793867913,G,Low,561.3962537406767,36.182263888169786,0.0,GIFT-COFB
56.37092593754979,G,Low,598.8681954501818,35.65068516871141,0.0,GIFT-COFB
55.88848550731185,G,Low,528.463579893832,42.25651660586534,4.322133699861432,GIFT-COFB
56.13324841716891,G,Low,505.55759345473246,37.90413850052243,0.0,GIFT-COFB
55.982226884268734,G,Low,520.5399748599699,43.40361637257004,0.0,GIFT-COFB
53.049433953523284,G,Low,527.6855299961139,40.469963442868256,0.0,GIFT-COFB
56.8564163000309,G,Low,523.9230154905268,42.64335814767007,0.0,GIFT-COFB
51.75271309754766,G,Low,501.84489626346095,35.1323442170404,0.0,GIFT-COFB
58.562616715563834,G,Low,577.281274609966,39.86389718656646,0.0,GIFT-COFB
50.598751838499,G,Low,574.5910597878409,36.88412953999416,0.0,GIFT-COFB
53.557768283015164,G,Low,539.647987954044,43.07576472038265,0.0,GIFT-COFB
56.05082998543268,G,Low,507.45515287548386,38.39100811429735,0.0,GIFT-COFB
55.77196133700927,G,Low,583.0452729706346,39.0663508413711,0.0,GIFT-COFB
59.11640306288335,G,Low,558.3875187770456,43.67931514941847,0.0,GIFT-COFB
51.82157101899979,G,Low,513.7371908259819,38.98526487191521,0.0,GIFT-COFB
51.95016637350264,G,Low,543.4309163037949,36.51369107381339,0.0,GIFT-COFB
52.67964047267565,G,Low,515.7701774347402,41.493216125668745,0.0,GIFT-COFB
52.61861342634749,G,Low,533.0942749500236,39.42743303232953,0.0,GIFT-COFB
59.0425484494628,G,Low,546.9728003467065,35.477461799618816,7.524905348838953,GIFT-COFB
50.023907861880296,G,Low,590.6718370064877,43.89907546598738,0.0,GIFT-COFB
51.22385488274548,G,Low,520.1639592858503,43.03823946222829,0.0,GIFT-COFB
59.529123146504915,G,Low,513.0388081827457,43.452844747603926,0.0,GIFT-COFB
43.852366658997376,G,Low,549.6687285976085,38.11468027152862,0.0,GIFT-COFB
44.534945084785335,G,Low,536.3785208156996,40.97514736029135,0.0,GIFT-COFB
45.68185115290308,G,Low,534.1278960483876,36.49630454107892,0.0,GIFT-COFB
48.091517285916794,G,Low,501.5747266135594,35.40979674453896,0.0,GIFT-COFB
44.97973752791164,G,Low,555.1022945335957,41.58162796959576,0.0,GIFT-COFB
40.874031371259754,G,Low,512.5614461646028,35.92631604174555,0.0,GIFT-COFB
44.565798904793056,G,Low,501.6717909701504,38.830925850386386,0.0,GIFT-COFB
41.76847781008518,G,Low,556.2406689468552,40.86444745844466,0.0,GIFT-COFB
43.90058555976869,G,Low,518.0133445672114,36.016157238763235,0.0,GIFT-COFB
43.62829306919381,G,Low,527.5775741580754,42.852987797367916,0.0,GIFT-COFB
46.14407189177404,G,Low,506.7054682043102,42.035802286727986,0.0,GIFT-COFB
46.36421771238954,G,Low,583.8458063608414,38.94020251041389,0.0,GIFT-COFB
48.513446040256596,G,Low,540.9921757084749,44.738201986011376,0.0,GIFT-COFB
40.59891622505535,G,Low,513.6823161182655,41.89941334838218,0.0,GIFT-COFB
49.340739018771615,G,Low,569.0773907592793,37.39419674340698,0.0,GIFT-COFB
49.27567456514914,G,Low,535.4969480380129,43.46109109261617,0.0,GIFT-COFB
45.908075632321655,G,Low,532.2772011337803,38.32434674644717,0.0,GIFT-COFB
42.35059773080171,G,Low,536.2114058597622,36.98380340611326,0.0,GIFT-COFB
47.557612646596375,G,Low,513.0294427233264,39.44374855715748,0.0,GIFT-COFB
42.819828969033566,G,Low,542.4872094924649,41.26423398137751,0.0,GIFT-COFB
